ABC type,Catalogue,CCI/PAS ID,Wt,Findspot,lat,long,Hoard year,County only,Var obv,Var rev
2012,0,573,1.11,Kirtington,51.8674,-1.2898,,,Ao1,Ar1
2012,0,1225,1.16,Cold Ashton,51.4374,-2.3611,,,Ao3,Ar1
2012,0,1522,1.38,,,,,,Ao1,Ar1
2012,0,2087,0.45,,,,,,Ao2,Ar2
2012,0,3012,0.67,Copston Magna,52.4881,-1.3387,,,Ao1,Ar1
2012,0,21128,0.99,Dowdeswell ,51.8696,-2.0159,,,Ao2,Ar2
2012,0,30408,1.03,Hungerford,51.4101,-1.5269,,,Ao2,Ar2
2012,0,40003,0.82,Worminghall,51.767,-1.074,,,,
2012,0,40120,,Frilford,52.6701,-1.3652,,,Ao2,Ar1
2012,0,40247,1.18,,,,,,Ao1,Ar1
2012,0,41973,1.16,Vale of Pewsey,51.3403,-1.7626,,,Ao3,Ar1
2012,0,41974,1.02,Oxford,51.7504,-1.2626,,,Ao2,Ar2
2012,0,42480,1.14,Boxford,51.4454,-1.3827,,,Ao3,
2012,0,610002,,,,,,,Ao1,Ar1
2012,0,610003,1.22,Godalming,51.1782,-628,,,Ao3,Ar1
2012,0,610004,1.21,Naunton,51.9144,-1.8269,,,Ao2,Ar2
2012,0,610005,1.27,Weston under Penyard,51.9044,-2.5267,,,Ao2,Ar2
2012,0,610006,1.21,"Mount Batten, Plymouth",50.3585,-4.128,1830,,Ao2,Ar2
2012,0,610007,1.05,"Mount Batten, Plymouth",50.3585,-4.128,1830,,Ao2,Ar2
2012,0,610008,1.22,Naunton,51.9144,-1.8269,,,Ao1,Ar1
2012,0,690001,0.88,,,,,,Ao2,Ar3
2012,0,820001,1.31,"Perrott's Brook, Cotswold",51.753,-1.9739,,,Ao2,Ar1
2012,0,820002,,Erlestoke,51.2761,-2.0731,,,Ao2,Ar3
2012,0,820003,,Bratton,51.2761,-2.1447,,,Ao1,Ar1
2012,0,840268,0.65,,,,,,,
2012,0,840653,1.38,Gloucestershire,51.8642,-2.238,,Y,Ao4,Ar3
2012,0,840660,1.2,,,,,,Ao4,Ar4
2012,0,910004,1.19,Swindon,51.5547,-1.785,,,,
2012,0,910293,1.06,"Cathedral, Worcester",52.193,-2.2209,,,Ao1,Ar1
2012,0,910295,0.91,"Cathedral, Worcester",52.193,-2.2209,,,,
2012,0,910360,0.81,Sutton Courtney,51.6336,-1.279,,,Ao2,
2012,0,910513,0.66,Vale of White Horse,51.6696,-1.2929,,,,
2012,0,930066,,Wantage,51.5895,-1.4385,,,Ao2,Ar2
2012,0,930067,,Wantage,51.5895,-1.4385,,,Ao3,
2012,0,930291,1.01,Cleeve Prior,52.1392,-1.8845,,,Ao2,Ar2
2012,0,930355,1.2,Harwell,51.5977,-1.294,,,Ao3,Ar1
2012,0,930939,1.11,,,,,,Ao1,Ar1
2012,0,940458,1.13,Heddington,51.393,-2.0158,,,Ao1,Ar1
2012,0,941111,1,Sutton Courtney,51.6336,-1.279,,,Ao2,
2012,0,941129,0.5,Sutton Courtney,51.6336,-1.279,,,,
2012,0,951127,1.17,Wiltshire,51.2463,-1.9922,,Y,Ao3,Ar2
2012,0,961399,1.1,Erlestoke,51.2761,-2.0587,,,Ao2,Ar4
2012,0,961943,,,,,,,Ao2,Ar1
2012,0,963360,1.13,Ashton Keynes,51.5908,-1.9437,,,Ao1,Ar1
2012,0,971263,,,,,,,,Ar2
2012,0,971264,,,,,,,Ao2,Ar1
2012,0,980166,1.27,,,,,,Ao1,Ar1
2012,0,981004,0.9,,,,,,,Ar2
2012,0,981053,1.01,"Northway, Tewkesbury",52.0033,-2.1131,,,Ao5,Ar3
2012,0,981395,1.07,,,,,,Ao2,Ar3
2012,0,990919,,Wiltshire,51.2463,-1.9922,,Y,Ao1,Ar1
2012,0,991027,,,,,,,Ao2,Ar2
2012,1,BERK-873646,0.8,West Challow,51.581,-1.482,,,,
2012,1,BERK-D123F6,0.97,Lockinge,51.5534,-1.4101,,,Ao1,Ar1
2012,1,BH-6DE9E0,0.41,Bledlow Cum Sanderton,51.6961,-0.8636,,,,
2012,1,FAPJW-9EB9A6,0.67,Alcester,52.203,-1.87,,,,
2012, 1, BERK-893861,1,Stanton St john,51.777,-1.19,,,Ao2,Ar2
2012, 1, BUC-314687,,,,,,,,Ar1
2012, 1, GLO-1C8CB6,,Gretton,51.968,-2.001,,,Ao2,Ar2
2012, 1, NMGW-0E3000,1.06,Bishopstone,51.527,-1.655,,,Ao1,Ar1
2012, 1, SUR-98834D,0.7,Moulsford,51.543,-1.165,,,Ao2,Ar2
2012, 1, SWYOR-597E71,1,Burford,51.979,-1.668,,,Ao3,Ar1
2012, 1, WAW4D9B7C,,,,,,,Ao2,Ar2
2015,0,695,,,,,,,Bo1,Br2
2015,0,696,,,,,,,Bo8,Br2
2015,0,772,1.05,Bidford-on Avon,52.1572,-1.85532,,,Bo1,Br2
2015,0,869,1,Charlbury,51.8685,-1.4931,,,Bo2,Br3
2015,0,1523,1.03,Charlbury,51.8685,-1.4931,,,Bo7,Br2
2015,0,3018,1.03,,,,,,,
2015,0,10136,0.96,Easton Grey,51.5817,-2.1746,,,Bo3,Br3
2015,0,10973,,,,,,,Ao2,Ar1
2015,0,11011,0.97,Andoversford,51.8694,-1.9724,,,Bo8,Br2
2015,0,11419,1.08,Boxford,51.4365,-1.3972,,,Ao3,Ar1
2015,0,20094,1.05,,,,,,Bo1,Br1
2015,0,20336,0.72,Cirencester,51.717,-1.972,,,Bo2,Br3
2015,0,20373,1.1,Uffington,51.5991,-1.5683,,,Bo1,Br1
2015,0,20871,0.9,,,,,,Bo3,Br3
2015,0,30119,,Swinbrook and Widford,51.806,-1.6098,,,Bo2,Br2
2015,0,30179,1.17,Witney,51.7876,-1.494,,,Bo7,Br3
2015,0,30806,0.59,Dowdeswell,51.8696,-2.0159,,,,
2015,0,30824,0.89,Worminghall,51.7671,-1.074,,,Bo1,Br3
2015,0,31107,,,,,,,Bo3,Br3
2015,0,31327,1.14,,,,,,,
2015,0,40028,0.79,Dymock,51.9766,-2.4382,,,,Br3
2015,0,40049,0.94,Eynsham,51.778,-1.3781,,,Bo3,Br2
2015,0,40114,0.98,Pershore,52.1123,-2.089,1993,,Bo3,Br2
2015,0,40223,,Wiltshire,51.2463,-1.9922,,Y,Bo6,Br2
2015,0,40722,0.75,Grafton Flyford,52.2202,-2.0453,,,Bo3,Br3
2015,0,40789,0.96,,,,,,,Br3
2015,0,41063,0.76,,,,,,,
2015,0,41072,0.85,,,,,,Bo3,Br4
2015,0,41784,1.01,,,,,,Bo7,Br3
2015,0,41975,0.93,Woodeaton,51.7951,-1.2329,,,Bo8,Br2
2015,0,41976,0.96,Devizes,51.3489,-1.9948,,,Bo1,Br2
2015,0,41977,0.82,Great Faringdon,51.6351,-1.5967,,,Bo1,Br2
2015,0,42022,,,,,,,,Br2
2015,0,42023,,,,,,,,Br2
2015,0,42459,,Warwickshire,52.2671,-1.4675,,,Bo1,Br2
2015,0,42547,,Calne,51.438,-2.0158,2008,,,Br2
2015,0,83216,1.03,,,,,,Bo2,Br3
2015,0,610011,0.73,Weston under Penyard,51.9044,-2.5247,,,bo2,Br2
2015,0,610012,1.01,"Mount Batten, Plymouth",50.3585,-4.128,1830,,,
2015,0,610013,1.05,Weston under Penyard,51.9044,-2.5247,,,Bo1,Br2
2015,0,640001,0.85,Colerne,51.4557,-2.2748,1957,,Bo1,
2015,0,640002,0.92,Colerne,51.4557,-2.2748,1957,,,Br1
2015,0,640004,0.95,Cold Ashton,51.4283,-2.4041,,,Bo3,Br3
2015,0,650001,0.99,Baunton,51.7257,-1.9869,,,Bo1,Br1
2015,0,650002,0.83,,,,,,Bo3,Br4
2015,0,670001,1.15,,,,,,Bo3,Br4
2015,0,670002,0.96,,,,,,Bo3,Br3
2015,0,670003,1.08,,,,,,,Br2
2015,0,680001,1.04,Weston under Penyard,51.9044,-2.5247,,,,Br8
2015,0,690002,0.87,,,,,,Bo6,Br5
2015,0,690003,0.7,Nunney,51.2035,2.4022,1860,,Bo3,Br3
2015,0,690018,0.82,Coleford,51.7872,-2.5813,,,Bo3,Br5
2015,0,700001,1.12,Colerne,51.4557,-2.2748,1957,,Bo3,Br3
2015,0,730003,1.06,Nunney,51.2035,2.4022,1860,,Bo3,Br3
2015,0,730005,1.1,,,,,,,Br3
2015,0,730006,1.04,,,,,,Bo7,Br3
2015,0,730007,1.15,Cassington,51.7869,-1.349,,,Bo3,Br4
2015,0,730008,1.1,,,,,,Bo3,Br2
2015,0,730009,0.67,Wroxeter and Uppington,52.6679,-2.6521,,,Bo3,Br3
2015,0,730010,1.18,Tiddington-with-Albury,51.7311,-1.0747,,,Bo1,Br2
2015,0,750001,0.83,Kingscote,51.6534,-2.2905,,,,
2015,0,760001,1.52,Moreton Valence,51.7792,-2.3203,,,Bo3,Br3
2015,0,760002,1.25,Ducklington,51.7515,-1.4799,,,Bo3,Br3
2015,0,810001,0.61,marlborough,51.4197,-1.7425,1857,,,
2015,0,820005,,Bagendon,51.7567,-1.9869,,,,Br3
2015,0,820006,1.07,,,,,,Bo5,Br6
2015,0,820007,0.82,Tiddington-with-Albury,51.7311,-1.0747,,,Bo3,Br3
2015,0,820008,0.58,Frocester,51.7163,-2.3198,,,,
2015,0,820009,1.17,,,,,,Bo5,Br6
2015,0,820010,1.06,,,,,,Bo5,Br6
2015,0,820012,1.15,,,,,,Bo5,Br6
2015,0,820013,0.77,,,,,,Bo1,Br1
2015,0,820215,1.08,,,,,,Bo3,Br2
2015,0,830269,0.44,West Wycombe,51.6388,-0.8165,,,,
2015,0,830272,1.01,Uley,51.6894,-2.3052,,,Bo3,
2015,0,830375,1.14,,,,,,Bo3,Br3
2015,0,840389,0.99,Camerton,51.3112,-2.4605,,,Bo3,Br3
2015,0,840392,1.08,Camerton,51.3112,-2.4605,,,Bo3,Br3
2015,0,840652,0.99,,,,,,Bo1,Br3
2015,0,840657,0.71,,,,,,Bo1,Br3
2015,0,880077,0.89,,,,,,Bo4,Br1
2015,0,900141,1,Wappenbury,52.3179,-1.4586,,,Bo3,Br3
2015,0,900718,0.87,Broadway,52.0673,-1.8701,,,Bo1,Br2
2015,0,910003,1.04,Royal Leamington Spa,51.7879,-1.5665,,,Bo3,Br2
2015,0,910011,1.16,"Kingsholm, Gloucester",51.8724,-2.2415,,,Bo3,Br3
2015,0,910046,1.16,,,,,,,
2015,0,910292,1.04,"Cathedral, Worcester",52.193,-2.2209,,,,
2015,0,910320,0.91,Cleeve Prior,52.1482,-1.8845,,,Bo3,Br4
2015,0,920390,0.49,Wall,52.6516,-1.8536,,,Bo1,Br4
2015,0,920504,1.02,,,,,,Bo3,Br2
2015,0,920579,0.64,,,,,,,Br4
2015,0,920580,1,Bagendon,51.7527,-1.9869,,,Bo3,Br3
2015,0,930149,1.1,West Berkshire,51.4001,-1.3258,,Y,Bo3,
2015,0,930293,1.01,Cleeve Prior,52.1392,-1.8845,,,,Br2
2015,0,930864,0.93,,,,,,Bo1,Br2
2015,0,930985,,,,,,,Bo3,Br3
2015,0,940935,0.93,Bledlow-cum-Saunderton,51.6961,-0.8636,,,Bo1,Br1
2015,0,940991,1.46,Welford-0n-Avon,52.1661,-1.7967,,,Bo3,Br3
2015,0,941110,0.9,Sutton Courtney,51.6336,-1.279,,,Bo4,Br5
2015,0,941475,0.87,,,,,,Bo1,Br2
2015,0,941507,1.02,Bagendon,51.7527,-1.9869,,,Bo3,Br3
2015,0,941520,,,,,,,,
2015,0,951027,,,,,,,Bo4,Br5
2015,0,951273,,Northhamptonshire,52.273,-0.8756,,Y,Bo1,Br2
2015,0,951275,0.97,Headington,51.7626,-1.1986,,,Bo3,
2015,0,961040,0.81,Paulerspury,52.0988,-0.9649,,,Bo3,Br3
2015,0,963595,0.9,,,,,,Bo1,Br2
2015,0,970135,0.84,Thornbury,51.5898,-2.5066,,,Bo3,Br3
2015,0,971075,0.97,Nympsfield,51.6984,-2.2908,,,Bo1,Br2
2015,0,971265,,,,,,,Bo3,Br2
2015,0,971266,0.84,,,,,,Bo3,Br3
2015,0,980080,0.9,Nunney,51.2035,-2.4022,1860,,Bo1,Br2
2015,0,980081,1.1,Nunney,51.2035,-2.4022,1860,,,
2015,0,980312,,,,,,,Bo1,Br2
2015,0,981049,1.14,"Northway, Tewkesbury",52.0033,-2.1131,,,Bo3,Br3
2015,0,981090,0.71,Moreton-in-Marsh,51.9861,-1.7102,,,Bo2,Br3
2015,0,981214,,,,,,,Bo3,Br7
2015,0,981244,0.8,,,,,,Bo3,Br4
2015,0,981268,0.87,,,,,,,Br3
2015,0,981426,,Witney,51.8055,-1.4793,,,Bo7,Br7
2015,0,981556,1.25,Bickmarsh,52.1392,-1.8553,,,Bo7,Br7
2015,0,981557,0.9,Warwick,52.2824,-1.591,,,Bo1,Br5
2015,0,982018,0.92,,,,,,Bo3,Br4
2015,0,982039,,,,,,,,
2015,0,982068,,Witney,51.8055,-1.4793,,,Bo8,Br2
2015,0,982071,,,,,,,Bo3,
2015,0,982246,1.15,,,,,,Bo2,Br2
2015,0,982336,,Brailes,51.7879,-1.5665,,,,
2015,0,982339,,Wroxeter and Uppington,52.6679,-2.6521,,,Bo2,Br3
2015,0,982383,1.15,,,,,,Bo2,Br2
2015,0,990571,1.11,Marlborough,51.4197,-1.7425,1857,,Bo1,Br1
2015,0,990658,1.02,White Ladies Ashton,52.1662,-2.1184,,,,Br3
2015,0,990661,1.02,Lower Slaughter,51.8963,-1.7689,,,Bo1,Br1
2015,0,991361,0.9,Gloucestershire,51.8642,-2.238,,Y,Bo1,Br2
2015,0,992028,0.72,Droitwich South,52.2651,-2.1626,,,,
2015,1,BERK-599079,0.9,Stonefield,51.85,-1.421,,,Bo7,Br2
2015,1,GLO-19FC75,0.75,Dymock,51.977,-2.438,,,Bo3,Br3
2015,1,GLO-2FCC83a,0.74,South Gloucestershire,51.5264,-2.4728,,Y,Bo2,Br3
2015,1,GLO-8DB907,0.97,Tewkesbury,51.9923,-2.158,,,,Br3
2015,1,GLO-B64362,0.94,Upleadon,51.941,-2.351,,,,Br3
2015,1,GLO-C5FC26,0.87,"Coberley, Cotswold",51.8429,-2.0555,,,Bo1,Br2
2015,1,GLO-D8BCD6,0.46,Sth Gloucestershire,51.5264,-2.4728,,Y,Bo1,Br2
2015,1,NARC-C6A972 a,0.8,Haversham-cum-Little Linford,52.079,-0.79,,,Ao4?,
2015,1,NMGW-CD40A0,,,,,,,Bo3,Br3
2015,1,PUBLIC-1D2C65,0.66,Luddington,52.1708,-1.7599,,,Bo3,
2015,1,PUBLIC-293FF2,1.038,Tidenham,51.643,-2.652,,,Bo3,Br3
2015,1,SOM-327973,0.78,Mendip,51.2975,-2.7296,,,Bo3,Br3
2015,1,WAW-DAFD76,, Cleeve Prior,52.1403,-1.8721,,,Bo3,
2015,1,WILT-29CD89,1.06,Near Devizes,51.3489,-1.9948,,,Bo1,Br1
2015,1,WILT-2D4BE5,0.87,Salisbury,51.0688,-1.7945,,,B03,Br2
2015,1,WILT-60F026,1.05,Calne Without,51.429,-2.0445,2008,,,
2015,1,WILT-9FE6D3,0.9,Cricklade,51.6381,-1.8564,,,Bo2,Br3
2015,1,WILT-A59337,0.85,West Lavington,51.267,-1.987,,,Bo1,Br2
2015,1,WILT-C07106,0.82,Salisbury,51.0688,-1.7945,,,Bo1,Br2
2015,1,WILT-C79346,0.4,Easterton,51.2941,-1.9584,2006,,,
2015,1,WILT-D2B6E1,1.02,Cricklade,51.6381,-1.8564,,,Bo1,Br2
2015,1,WILT-F84111,,,,,,,Bo3,
2015,1,WILT-F847C1,,,,,,,,
2015,1,WILT-FC5003,0.85,West Lavington,51.267,-1.987,,,Bo1,Br3
2018,0,118,,Northmoor,51.7152,-1.3935,,,,
2018,0,598,0.89,Charlbury,51.8685,-1.4931,,,,
2018,0,910,,Stratford-on-Avon,52.1378,-1.6091,,,,
2018,0,1130,,Swalcliffe,52.0302,-1.4621,,,,
2018,0,1557,0.96,,,,,,,
2018,0,1570,,Stratford-on-Avon,52.1378,-1.6091,,,,
2018,0,10560,,Norton and Lenchwick,52.1303,-1.943,1718,,,
2018,0,10561,,Wychavon,52.1525,-2.0331,,,,
2018,0,10562,,Pershore,52.1123,-2.089,1993,,,
2018,0,10836,1.12,,,,,,,
2018,0,20095,0.96,Bicester,51.8935,-1.1586,,,,
2018,0,20315,1.1,Charlbury,51.8685,-1.4931,,,,
2018,0,20422,1.01,Heddington,51.393,-2.0158,,,,
2018,0,20620,0.91,Charlbury,51.8685,-1.4931,,,,
2018,0,30054,,Inkberrow,52.2112,-1.9868,,,,
2018,0,30369,1.07,Cirencester,51.7167,-1.9725,,,,
2018,0,30492,0.77,Horndean,50.9393,-1.01934,,,,
2018,0,31385,,,,,,,,
2018,0,40050,1.08,Eynsham,51.778,-1.3781,,,,
2018,0,40365,,,,,,,,
2018,0,41047,0.89,,,,,,,
2018,0,41084,1,,,,,,,
2018,0,41107,,,,,,,,
2018,0,41116,0.99,,,,,,,
2018,0,41978,1.04,Great Faringdon,51.6531,-1.5967,,,,
2018,0,41980,0.96,"Oare, Wiltshire",51.3681,-1.7735,,,,
2018,0,41981,0.92,"Oare, Wiltshire",51.3681,-1.7735,,,,
2018,0,42313,0.8,,,,,,,
2018,0,42385,1.04,Uffington,51.5991,-1.5683,,,,
2018,0,42458,,Warwickshire,52.2671,-1.4675,,Y,,
2018,0,65003,0.98,,,,,,,
2018,0,610009,0.83,Corston,51.3832,-2.4468,,,,
2018,0,610010,0.81,"Mount Batten, Plymouth",50.3585,-4.128,1830,,,
2018,0,610014,1.06,"Mount Batten, Plymouth",50.3585,-4.128,1830,,,
2018,0,610015,0.83,,,,,,,
2018,0,610016,0.98,Weston under Penyard,51.9044,-2.5247,,,,
2018,0,660002,1.01,Asthall,51.797,-1.5954,,,,
2018,0,660003,0.98,,,,,,,
2018,0,690004,0.79,Letcombe Regis,51.5716,-1.4531,,,,
2018,0,690005,0.97,Keevil,51.312,-2.1305,,,,
2018,0,690006,,,,,,,,
2018,0,690007,0.82,,,,,,,
2018,0,690008,0.99,Nunney,51.2035,-2.4022,1860,,,
2018,0,710001,0.96,"Barnsley Park, Cotswold",51.8453,-1.8913,,,,
2018,0,730001,1.04,Nunney,51.2035,-2.4022,1860,,,
2018,0,730002,1.1,Nunney,51.2035,-2.4022,1860,,,
2018,0,730011,1.22,Nunney,51.2035,-2.4022,1860,,,
2018,0,730012,,,,,,,,
2018,0,730013,1.01,Tiddington-with-Albury,51.7311,-1.0747,,,,
2018,0,780001,0.83,Wroxeter and Uppington,52.6679,-2.6521,,,,
2018,0,820004,,Bagendon,51.7527,-1.9869,,,,
2018,0,820011,1.13,,,,,,,
2018,0,820014,,Bagendon,51.7527,-1.9869,,,,
2018,0,820015,,Bagendon,51.7527,-1.9869,,,,
2018,0,820016,0.82,Bagendon,51.7527,-1.9869,,,,
2018,0,820017,0.56,Bagendon,51.7527,-1.9869,,,,
2018,0,820019,0.44,Bagendon,51.7527,-1.9869,,,,
2018,0,820020,0.63,Bagendon,51.7527,-1.9869,,,,
2018,0,820021,0.85,Bagendon,51.7527,-1.9869,,,,
2018,0,820022,0.6,Bagendon,51.7527,-1.9869,,,,
2018,0,830217,1.09,,,,,,,
2018,0,830218,0.93,"Alchester, Cherwell",,,,,,
2018,0,840656,0.9,,,,,,,
2018,0,900070,0.68,,,,,,,
2018,0,900714,0.5,Norton and Lenchwick,52.1033,-1.943,1718,,,
2018,0,900716,1.16,Welford-on-Avon,52.1572,-1.826,,,,
2018,0,900983,,,,,,,,
2018,0,910294,1.1,"Cathedral, Worcester",52.184,-2.2208,,,,
2018,0,910323,1.17,Cleeve Prior,52.1392,-1.8845,,,,
2018,0,920695,1.14,Sutton Courtney,51.6336,-1.279,,,,
2018,0,930270,0.76,Bagendon,51.7527,-1.9869,,,,
2018,0,930287,1.19,Childswickham,52.0404,-1.8994,,,,
2018,0,940839,1.03,Cirencester,51.7167,-1.9725,,,,
2018,0,941108,1.15,Uffington,51.599,-1.5683,,,,
2018,0,941244,,,,,,,,
